name,address,category,main_mn,price,opng_tm,rating,rvw_cnt,tags,p_id,reviews
충북식당,서울특별시 강서구 화곡동 1006-5,,김치찌개,7000.0,,,,"점심식사,혼밥,저녁식사,데이트,서민적인,지역주민이 찾는,숨은맛집,가성비좋은,푸짐한,시끌벅적한,캐주얼한",1898,
쯔이코,서울특별시 노원구 상계2동 581-214,,가츠동 (돈까스덮밥),7000.0,"{'월요일': '오전 11시 30분 - 오후 8시 ', '화,수,목,금,토': '오전 11시 30분 - 오후 8시 ', '쉬는시간 매주 월요일': '오후 2시 30분 - 오후 4시 30분 ', '쉬는시간 매주 화,수,목,금,토': '오후 2시 30분 - 오후 4시 30분 ', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,데이트,혼밥,조용한,깔끔한,예쁜,숨은맛집,가성비좋은,지역주민이 찾는,캐주얼한",1815,
잇츠,서울특별시 강동구 암사동 461,,날치알새우로제,10000.0,"{'매일': '오전 11시 - 오후 10시 (21시 라스트오더)', '휴무일': '매주 월요일 '}",,,"점심식사,저녁식사,가족외식,다이어트식단,조용한,숨은맛집,예쁜,가성비좋은,서민적인,이국적/이색적,지역주민이 찾는",1686,
아사달,서울특별시 금천구 독산동 291-5,,,,{'매일': '오전 9시 - 자정 12시 '},,,"기념일,혼밥,접대,저녁식사,데이트,술모임,간식,혼술,점심식사,회식,식사모임,지역주민이 찾는,푸짐한,예쁜,숨은맛집,경관/야경이 좋은,가성비좋은,조용한,깔끔한,서민적인",1292,
나인온스버거,서울특별시 관악구 봉천동 1626-20,,캘리포니아버거,10500.0,"{'매일': '오후 5시 - 오후 10시 (라스트오더 21:30)', '쉬는시간 매일': '오후 3시 30분 - 오후 5시 '}",,,"점심식사,데이트,저녁식사,식사모임,혼밥,간식,여자끼리,아침식사,가족외식,브런치,기념일,회식,남자끼리,캐주얼한,시끌벅적한,아담한,젊은사람이많은,서민적인,푸짐한,이국적/이색적,가성비좋은,예쁜,깔끔한,지역주민이 찾는,조용한,현장대기필요,주차불가,놀이방,모름",263,
스시로로,서울특별시 동작구 사당동 1006-5,,알탕,12500.0,"{'매일': '오전 11시 30분 - 오후 11시 ', '휴무일': '매주 월요일 '}",,,"저녁식사,점심식사,데이트,식사모임,가족외식,혼밥,술모임,아이동반,아침식사,회식,여자끼리,접대,혼술,남자끼리,상견례,시끌벅적한,지역주민이 찾는,가성비좋은,캐주얼한,서민적인,숨은맛집,푸짐한,깔끔한,고급스러운,격식있는,아담한,조용한,젊은사람이많은,예쁜,오래된집,이국적/이색적,현장대기필요,좌식,공동룸?이있어요,배달가능,개별룸,주차불가",1172,
진부령 황태촌,서울특별시 강서구 화곡동 403-6,,동태탕,7000.0,{'매일': '오전 11시 - 오후 11시 '},,,"저녁식사,가족외식,식사모임,술모임,점심식사,서민적인,지역주민이 찾는,가성비좋은,캐주얼한,푸짐한",1793,
무시칸 뼈갈비,서울특별시 금천구 가산동 83-19,,뼈갈비,16000.0,,,,"식사모임,회식,저녁식사,술모임,이국적/이색적,시끌벅적한,숨은맛집",730,
구스아일랜드 브루하우스,서울특별시 강남구 역삼동 833-1,,이베리코스테이크(200g),24000.0,"{'월-수': '오전 11시 30분 - 자정 12시 ', '목,금,토': '오전 11시 30분 - 오전 1시 ', '일요일': '오전 11시 30분 - 오후 10시 '}",,,"술모임,데이트,저녁식사,회식,접대,점심식사,남자끼리,식사모임,모임,여자끼리,기념일,수제맥주,시끌벅적한,캐주얼한,이국적/이색적,깔끔한,경관/야경이 좋은,고급스러운,규모가큰,모던한,지역주민이 찾는,격식있는,젊은사람이많은,숨은맛집,푸짐한,예쁜,조용한,야외좌석,예약필요,발렛주차",182,
채선당 샤브보트 롯데몰은평점,서울특별시 은평구 진관동 63 롯데몰 은평점 4층,,소고기 샤브,9900.0,{'매일': '오전 10시 30분 - 오후 10시 (몰 휴무일에 휴무)'},,,"저녁식사,혼밥,혼차,데이트,깔끔한,서민적인,조용한,무료주차",1841,
홍마방,서울특별시 양천구 목동 527,,마라탕,6500.0,"{'매일': '오전 11시 30분 - 오후 10시 ', '쉬는시간 매일': '오후 3시 - 오후 5시 '}",,,"저녁식사,점심식사,데이트,이국적/이색적,가성비좋은,조용한,서민적인",2258,
화목순대국,서울시 영등포구 여의도동 44-14 1F (경도상가 1층),,순대국,8000.0,"{'매일': '오전 10시 30분 - 오후 10시 ', '휴무일': '매주 일요일 '}",,,"저녁식사,점심식사,혼밥,가족외식,혼술,식사모임,데이트,서민적인,지역주민이 찾는,숨은맛집,푸짐한,캐주얼한,가성비좋은",2274,
화포식당 노원점,서울특별시 노원구 상계동 598-1,,숙성 통 삼겹살 180g,15000.0,{'매일': '오전 11시 - 오전 5시 30분 (라스트 오더 04시 30분 휴무 설ㆍ추석 전날 하루만 휴무)'},,,"저녁식사,술모임,회식,가족외식,식사모임,데이트,점심식사,삼겹살,기념일,모임,목살,접대,엄청기다리는,고기,시끌벅적한,캐주얼한,지역주민이 찾는,서민적인,고급스러운,깔끔한,지역주민이찾는,맛잇는,푸짐한,숨은맛집,무료주차,주차불가,근데사람많음",2282,
허브족발,서울특별시 영등포구 당산동6가 237-38,,앞다리,39000.0,{'매일': '오후 4시 - 오후 11시 (매주 일요일 휴무)'},,,"저녁식사,술모임,회식,식사모임,가족외식,점심식사,데이트,모임,퇴근 후 술,남자끼리,야식,여자끼리,시끌벅적한,서민적인,지역주민이 찾는,숨은맛집,캐주얼한,규모가큰,푸짐한,지역주민이찾는,가성비좋은,야외좌석,주차불가,대형룸,현장대기필요",2218,
셀프하우스,서울시 강동구 성내동 595,,마늘떡볶이,,"{'매일': '오전 10시 - 오후 9시 ', '휴무일': '매주 일요일 '}",,,"간식,점심식사,저녁식사,혼밥,데이트,여자끼리,야식,남자끼리,접대,가족외식,서민적인,지역주민이 찾는,가성비좋은,시끌벅적한,아담한,젊은사람이많은,조용한,캐주얼한,숨은맛집,오래된집,역근처,현장대기필요,테이블",1079,
봉이만두,서울특별시 동대문구 휘경동 261-3,,부추손만두 8개,5000.0,"{'매일': '정오 12시 - 오후 10시 (만두 소진 시 마감)', '휴무일': '매주 일요일 '}",,,"혼밥,간식,점심식사,저녁식사,테이크아웃,실버푸드,데이트,서민적인,지역주민이 찾는,예쁜,경관/야경이 좋은,깔끔한,가성비좋은,아담한,유료주차",876,
푸른하늘,서울특별시 동대문구 회기동 34-1,,참치김밥,3000.0,"{'월-금,토': '오전 10시 - 오후 8시 40분 '}",,,"저녁식사,점심식사,간식,아침식사,혼밥,식사모임,서민적인,가성비좋은,지역주민이 찾는,캐주얼한,푸짐한,숨은맛집",2107,
초와밥,서울특별시 동작구 사당동 1031-13 2층,,모듬초밥 (12p),10000.0,"{'월-금,토': '오전 11시 30분 - 오후 10시 30분 (Break time(2:30~4:30)  토.공휴일 Break time없음)', '휴무일': '매주 일요일 '}",,,"저녁식사,점심식사,데이트,식사모임,혼밥,술모임,기념일,혼카페,회식,모임,없음,가족외식,혼술,가성비좋은,서민적인,숨은맛집,지역주민이 찾는,시끌벅적한,조용한,캐주얼한,깔끔한,고급스러운,푸짐한,없음,무료주차,대형룸,현장대기필요,개별룸",1876,
스즈란테이,서울시 용산구 이촌동 301-151 로얄상가 C동 지하1층,,일본가정식,,"{'매일': '오전 11시 30분 - 오후 9시 30분 (/ 마지막 주문은 9시 10분)', '쉬는시간 매일': '오후 3시 - 오후 5시 (/ 마지막 주문은 9시 10분)'}",,,"저녁식사,점심식사,데이트,식사모임,가족외식,서민적인,깔끔한,지역주민이 찾는,조용한,캐주얼한,이국적/이색적,시끌벅적한,가성비좋은,현장대기필요",1196,
용두동복집,서울특별시 동대문구 용두동 112-10,,복매운탕,21000.0,,,,"식사모임,가족외식,아침식사,회식,저녁식사,술모임,숨은맛집,서민적인,지역주민이찾는,푸짐한,깔끔한,무료주차,대형룸",1522,
메밀촌,서울시 은평구 응암동 89-18,,족발,23000.0,{'매일': '오전 11시 - 오후 10시 (연중무휴)'},,,"점심식사,저녁식사,가족외식,혼밥,식사모임,서민적인,지역주민이 찾는,가성비좋은,푸짐한,숨은맛집,시끌벅적한,무료주차",663,
시집 그릴하우스,서울특별시 강동구 성내동 42-12,,육즙목살,13000.0,{'매일': '오후 5시 - 자정 12시 '},,,"저녁식사,회식,술모임,식사모임,데이트,점심식사,지역주민이 찾는,깔끔한,서민적인,캐주얼한,시끌벅적한,숨은맛집",1224,
라공방 수유점,서울특별시 강북구 수유동 192-61,,꿔바로우 소,14000.0,{'매일': '24시간 영업 '},,,"점심식사,혼밥,저녁식사,데이트,간식,가족외식,서민적인,고급스러운,캐주얼한,시끌벅적한,지역주민이 찾는",512,
혜화 칼국수,서울특별시 종로구 혜화동 84-3,,국시,9000.0,"{'매일': '오전 11시 30분 - 오후 10시 ', '쉬는시간 매일': '오후 3시 - 오후 4시 '}",,,"점심식사,저녁식사,가족외식,식사모임,혼밥,데이트,술모임,접대,남자끼리,아침식사,회식,실버푸드,간식,모임,서민적인,지역주민이 찾는,시끌벅적한,가성비좋은,숨은맛집,오래된집,푸짐한,토속적인,허름한,아담한,이국적/이색적,캐주얼한,중년이상이많은,조용한,무료주차,좌식,개별룸",2227,
줄라이,서울특별시 서초구 반포동 577-20,,런치 코스,,"{'월-금': '정오 12시 - 오후 10시 ', '쉬는시간 매주 월-금': '오후 3시 - 오후 6시 ', '휴무일': '매주 일요일 '}",,,"저녁식사,데이트,식사모임,가족외식,기념일,점심식사,접대,고급스러운,조용한,격식있는,예쁜,이국적/이색적,깔끔한,발렛주차,무료주차",1776,
킹콩떡볶이 목동점,서울특별시 양천구 목동 923-14,,,,,,,"저녁식사,간식,점심식사,혼밥,숨은맛집,지역주민이 찾는,서민적인,무료주차",1986,
모두와,서울특별시 성북구 동선동1가 85-63,,돈까스 떡볶이 2인분,13000.0,,,,"점심식사,저녁식사,간식,아담한,서민적인,지역주민이 찾는,가성비좋은",700,
뽕사부,서울특별시 서초구 서초동 1597-6,,짜장면,7000.0,{'매일': '24시간 영업 '},,,"점심식사,저녁식사,식사모임,혼술,가족외식,데이트,술모임,회식,혼밥,깔끔한,지역주민이 찾는,이국적/이색적,격식있는,캐주얼한,가성비좋은,서민적인,고급스러운,푸짐한,개별룸,무료주차",967,
서궁,서울특별시 영등포구 여의도동 43-3 홍우빌딩 1층,,오향장육,29000.0,"{'월-금': '오전 11시 - 오후 10시 (BT 15:00-16:30)', '토요일': '오전 11시 - 오후 9시 30분 (※12일-15일 추석휴무)', '휴무일': '매주 일요일 '}",,,"점심식사,식사모임,저녁식사,술모임,가족외식,회식,접대,데이트,널리 알리고 싶은집,남자끼리,시끌벅적한,캐주얼한,푸짐한,허름한,고급스러운,지역주민이 찾는,가성비좋은,이국적/이색적,이전후 깔끔한집으로 변신,서민적인,맛있다,아담한,깔끔한,무료주차,현장대기필요,개별룸,윗층에 스벅,대형룸",1035,
덕자네방앗간,서울특별시 서초구 서초동 1303-10,,수제떡볶이,4000.0,{'매일': '오전 11시 - 오후 9시 30분 (명절휴무)'},,,"점심식사,저녁식사,혼밥,간식,데이트,식사모임,서민적인,캐주얼한,가성비좋은,숨은맛집,시끌벅적한,지역주민이 찾는,비좁고 테이블도 작은,푸짐한,깔끔한,무료주차,배달가능",401,
대성이네,서울특별시 서대문구 창천동 62-26,,깻잎큰닭찜 한마리,22000.0,{'매일': '정오 12시 - 오후 11시 (매주 월요일 휴무 )'},,,"점심식사,데이트,저녁식사,회식,식사모임,지역주민이 찾는,캐주얼한,푸짐한,서민적인,숨은맛집,가성비좋은",371,
삼촌네,서울특별시 관악구 신림동 1640-31 민속순대타운306호,,원조백순대 (2인분),16000.0,{'매일': '오전 11시 - 오전 1시 (첫째주 화요일만 휴무)'},,,"저녁식사,술모임,데이트,점심식사,가족외식,아이동반,식사모임,서민적인,시끌벅적한,가성비좋은,캐주얼한,푸짐한,지역주민이 찾는,이국적/이색적,음료수 서비스,대형룸",1005,
다츠,서울특별시 용산구 한남동 744-5,,커피,,"{'월-금': '오후 5시 30분 - 오후 10시 ([LAST ORDER 21:00])', '토요일': '오후 5시 30분 - 오후 10시 ([LAST ORDER 21:00])', '일요일': '오전 11시 - 오후 7시 ([LAST ORDER 18:00])'}",,,"점심식사,저녁식사,데이트,기념일,식사모임,차모임,가족외식,생일파티,술모임,예쁜,이국적/이색적,깔끔한,고급스러운,격식있는,조용한,지역주민이 찾는,캐주얼한,발렛주차",336,
봉산옥,서울시 서초구 서초3동 1451-9,,봉산 만두국,10000.0,"{'월-금': '오전 11시 - 오후 9시 20분 (준비시간 14:30 ~ 17:00)', '토요일': '오전 11시 - 오후 8시 30분 (준비시간 14:30 ~ 17:00)', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,데이트,혼밥,식사모임,가족외식,술모임,혼술,아침식사,회식,실버푸드,친구,서민적인,숨은맛집,캐주얼한,지역주민이 찾는,깔끔한,푸짐한,가성비좋은,시끌벅적한,지역주민이찾는,조용한,무료주차",871,
만두라,서울특별시 금천구 시흥3동 984,,만두국,8000.0,"{'월-금': '오전 11시 - 오후 8시 ( /// 마지막 주문 : 15:00, 19:30)', '쉬는시간 매주 월-금': '오후 3시 30분 - 오후 5시 ( /// 마지막 주문 : 15:00, 19:30)', '휴무일': '매주 토/일 '}",,,"혼밥,가족외식,점심식사,데이트,서민적인,지역주민이 찾는,숨은맛집,가성비좋은",621,
서일순대국,서울특별시 동작구 신대방2동 377-1,,술국(대),28000.0,{'매일': '오전 8시 - 오후 11시 (명절 휴무)'},,,"점심식사,혼밥,저녁식사,아침식사,가족외식,술모임,회식,식사모임,아이동반,남자끼리,서민적인,시끌벅적한,가성비좋은,지역주민이 찾는,푸짐한,오래된집,캐주얼한,규모가큰,중년이상이많은,숨은맛집,조용한,좌식,주차불가,무료주차,대형룸",1047,
오랑오랑,서울특별시 용산구 용산동2가 1-62,,아메리카노,4000.0,{'매일': '오전 11시 - 오후 10시 '},,,"데이트,간식,차모임,혼밥,모임,디저트,혼카페,여자끼리,식사모임,예쁜,경관/야경이 좋은,캐주얼한,조용한,빈티지,시끌벅적한,젊은사람이많은,오래된집,이국적/이색적,아담한,숨은맛집,허름한,야외좌석,대형룸",1450,
양촌리,서울특별시 은평구 응암동 87-40,,돼지갈비,17000.0,{'매일': '24시간 영업 '},,,"저녁식사,식사모임,가족외식,술모임,점심식사,아이동반,회식,접대,깔끔한,서민적인,지역주민이찾는,시끌벅적한,지역주민이 찾는,놀이방,야외좌석,대형룸",1350,
붕자네,서울특별시 강북구 우이동 71-35,,오무동,5500.0,"{'월-금': '오전 10시 30분 - 오후 9시 (매주 토요일 휴무)', '일요일': '정오 12시 - 오후 9시 ', '휴무일': '매주 토요일 '}",,,"저녁식사,혼밥,점심식사,데이트,가족외식,간식,가성비좋은,깔끔한,이국적/이색적,아담한,숨은맛집,캐주얼한,조용한,젊은사람이많은,푸짐한,배달가능,무료주차,야외좌석",916,
로우슬로우,서울특별시 서초구 방배동 451-24,,핸드메이드티(핫),4800.0,"{'월-금': '오전 11시 - 오후 11시 ', '토/일': '정오 12시 - 오후 11시 '}",,,"데이트,간식,혼카페,차모임,기념일,저녁식사,디저트,여자끼리,모임,깔끔한,시끌벅적한,캐주얼한,예쁜,숨은맛집,경관/야경이좋은,서민적인,모던한,푸짐한,가성비좋은,고급스러운,아담한,지역주민이 찾는,주차불가",558,
탕절대부,서울특별시 광진구 자양동 7-39,,마라탕 100g,1700.0,"{'매일': '오전 11시 - 자정 12시 (마감주문 23:00)', '금,토': '오전 11시 - 오전 1시 (마감주문 24:00)'}",,,"저녁식사,술모임,식사모임,점심식사,데이트,가족외식,여자끼리,회식,기념일,친구들끼리,혼밥,남자끼리,캐주얼한,깔끔한,지역주민이 찾는,서민적인,이국적/이색적,시끌벅적한,푸짐한,가성비좋은",1996,
연화양꼬치,서울특별시 강북구 수유3동 182-34,,중국식탕수육,16000.0,"{'매일': '오후 7시 - 오전 1시 (별관(2층) 영업시간 11:00~23:00)', '휴무일': '매주 일요일 (둘째주, 넷째주)'}",,,"점심식사,가족외식,저녁식사,회식,술모임,데이트,시끌벅적한,서민적인,지역주민이 찾는,가성비좋은,좌식",1416,
스즈란테이 발산점,서울특별시 강서구 마곡동 797-14,,식사류 - 까스,10000.0,"{'매일': '오전 11시 30분 - 오후 11시 (Break time 오후3~5시Last Oder 22:00(튀김류21:40))', '일요일': '오전 11시 30분 - 오후 9시 (Break Time 오후4~5시 last oder 오후8:30)'}",,,"점심식사,저녁식사,데이트,조용한,캐주얼한,깔끔한,무료주차",1197,
멍텅구리 즉석떡볶이,서울특별시 노원구 공릉2동 439-2,,MT 떡볶이,7000.0,"{'매일': '오전 10시 - 오후 9시 30분 (명절 휴무/ Last order 21:00)', '휴무일': '매주 월요일 '}",,,"점심식사,간식,아이동반,저녁식사,가족외식,지역주민이 찾는,시끌벅적한,푸짐한,서민적인,가성비좋은,숨은맛집,캐주얼한,무료주차",661,
참나무 닭나라,서울시 성북구 성북동 173-28,,장작구이통닭,13000.0,"{'매일': '오후 5시 30분 - 오후 9시 ', '휴무일': '매주 일요일 '}",,,"저녁식사,혼술,간식,술모임,서민적인,숨은맛집,지역주민이 찾는",1830,
현대정육식당,서울시 강남구 청담동 1-25,,차돌-180g,35000.0,{'매일': '24시간 영업 (명절 당일 휴무)'},,,"점심식사,저녁식사,혼밥,가족외식,회식,술모임,접대,아침식사,서민적인,가성비좋은,지역주민이 찾는,시끌벅적한,캐주얼한,발렛주차",2222,
피피서울,서울특별시 용산구 이태원동 258-199 2층,,항정살 바베큐와 쏨땀,32000.0,"{'매일': '오후 2시 - 자정 12시 ', '휴무일': '매주 월요일 '}",,,"데이트,예쁜,야외좌석",2141,
스시해나루,서울특별시 동대문구 회기동 16-68,,모듬초밥 10p+우동,11000.0,{'매일': '오후 3시 - 오후 4시 30분 (재료준비시간)'},,,"점심식사,저녁식사,데이트,간식,술모임,캐주얼한,가성비좋은,깔끔한,지역주민이 찾는",1189,
메종 엠오,서울특별시 서초구 방배동 876-41,,몽블랑 엠오,8500.0,"{'목,금,토/일': '오전 11시 30분 - 오후 9시 ', '휴무일': '매주 월-수 '}",,,"간식,디저트,차모임,기념일,혼카페,깔끔한,고급스러운,예쁜,이국적/이색적,예약필요",672,
코코치,서울특별시 은평구 구산동 1-30,,아메리카노,3500.0,{'매일': '24시간 영업 (•영업종료•)'},,,"차모임,데이트,혼카페,깔끔한,예쁜,이국적/이색적,무료주차",1953,
별미볶음점,서울특별시 영등포구 여의도동 36-2,,노삼직화,16000.0,{'매일': '오후 5시 - 오후 8시 30분 (오후)'},,,"점심식사,저녁식사,식사모임,가족외식,술모임,서민적인,시끌벅적한,숨은맛집,가성비좋은,푸짐한,지역주민이 찾는,포장가능",851,
등갈비제작소,서울특별시 중랑구 상봉동 87-48,,소금구이등갈비 400g,13000.0,{'매일': '오후 5시 - 자정 12시 (매주일요일 정기휴무)'},,,"저녁식사,술모임,서민적인,가성비좋은,캐주얼한,지역주민이 찾는",482,
영동족발 양재점,서울특별시 서초구 양재동 1-8,,족발 대,38000.0,"{'월-금': '정오 12시 - 오후 11시 ', '토요일': '오전 11시 30분 - 오후 11시 ', '일요일': '오전 11시 30분 - 오후 9시 '}",,,"저녁식사,술모임,가족외식,식사모임,회식,데이트,남자끼리,여자끼리,점심식사,야식,비추천,테이크아웃,접대,비추,모임,기념일,시끌벅적한,서민적인,가성비좋은,지역주민이 찾는,토속적인,오래된집,푸짐한,캐주얼한,중년이상이많은,숨은맛집,복고풍,젊은사람이많은,규모가큰,발렛주차,개별룸,현장대기필요,무료주차,대형룸,야외좌석",1422,
테라로사 광화문점,서울특별시 종로구 중학동 19 더케이트윈타워 B동 1층,,아메리카노,5000.0,"{'월-금': '오전 7시 30분 - 오후 10시 (Brunch Time 11:30-13:30)', '토/일': '오전 8시 - 오후 10시 (공휴일 동일)'}",,,"데이트,차모임,혼카페,간식,여자끼리,혼차,디저트,남자끼리,야식,모임,깔끔한,캐주얼한,시끌벅적한,모던한,조용한,이국적/이색적,젊은사람이많은,예쁜,격식있는,고급스러운,규모가큰,무료주차",2006,
고우집,서울특별시 은평구 갈현동 400-17,,냉동삼겹살(200g),12000.0,{'매일': '오후 3시 - 오전 1시 '},,,"술모임,저녁식사,가족외식,회식,점심식사,식사모임,시끌벅적한,지역주민이 찾는,서민적인,가성비좋은,캐주얼한,숨은맛집,깔끔한",141,
최여사돈까스,서울특별시 금천구 가산동 459-11,,로스까스,8000.0,"{'월-금': '오전 11시 - 오후 9시 ', '쉬는시간 매주 월-금': '오후 3시 - 오후 4시 '}",,,"점심식사,저녁식사,식사모임,서민적인,가성비좋은,푸짐한,캐주얼한,숨은맛집",1884,
학림다방,서울시 종로구 명륜4가 94-2,,크림 치즈케익,6000.0,{'매일': '오전 10시 - 오후 11시 (마지막주문 22:00)'},,,"차모임,데이트,간식,혼카페,디저트,아침식사,부적합,기념일,조용한,예쁜,서민적인,이국적/이색적,숨은맛집,캐주얼한,시끌벅적한,깔끔한,고급스러운,격식있는,종업원 불친절,허름한,레트로,엔틱,지역주민이 찾는,아담한,역사깊은,경관/야경이 좋은,오래된집,담요 없음,주차불가",2168,
브레드덕,서울특별시 동작구 상도동 529,,깜빠뉴 바게트,3500.0,"{'매일': '오전 9시 - 오후 8시 (평일당일예약가능,주말당일예약불가)', '휴무일': '매주 일요일 '}",,,"간식,점심식사,앙버터,빵,차모임,베이커리,지역주민이 찾는,조용한,캐주얼한,아담한,서민적인,숨은맛집,깔끔한",921,
전주기사식당,서울특별시 강북구 수유1동 472-463,,대구탕,7000.0,{'매일': '24시간 영업 (가끔 저녁에 쉼)'},,,"저녁식사,점심식사,아침식사,혼밥,지역주민이 찾는,서민적인,허름한,시끌벅적한,무료주차",1726,
갓덴스시,서울특별시 송파구 신천동 29,,생참치 사시미,10000.0,,,,"저녁식사,점심식사,데이트,혼밥,식사모임,가족외식,접대,초밥,아이동반,술모임,스시,기념일,다이어트식단,캐주얼한,시끌벅적한,깔끔한,이국적/이색적,가성비좋은,고급스러운,격식있는,일본풍,개별룸,주차불가",67,
오술차,서울특별시 관악구 남현동 1061-13,,,,,,,"야식,혼밥,가성비좋은",1462,
남도식당,서울시 중구 정동 11-4,,추어탕,10000.0,"{'매일': '오전 11시 30분 - 오후 8시 30분 ', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,혼밥,서민적인,숨은맛집,캐주얼한,지역주민이 찾는,시끌벅적한",279,
아그라 롯데몰 은평점,서울 은평구 진관동 63 4층,,Madras Set,12800.0,{'매일': '오전 11시 30분 - 오후 10시 (Last order 21:00)'},,,"저녁식사,가족외식,점심식사,식사모임,데이트,깔끔한,조용한,무료주차",1277,
신가네 왕코 등갈비 신설동점,서울시 동대문구 용두동 118-81,,등갈비 1인분,13000.0,"{'매일': '오후 5시 - 오전 3시 ', '휴무일': '매주 일요일 '}",,,"식사모임,데이트,저녁식사,술모임,숨은맛집,시끌벅적한,서민적인,지역주민이 찾는",1232,
구공탄곱창,서울특별시 광진구 능동 223-32,,막창구이,12000.0,"{'월-금': '오후 5시 - 오전 3시 (1시30분까지입장가능)', '일요일': '오후 4시 - 오전 2시 (12시30분까지입장가능)'}",,,"저녁식사,술모임,데이트,여자끼리,남자끼리,회식,친구들끼리,점심식사,식사모임,서민적인,시끌벅적한,가성비좋은,격식있는,트렌디한,지역주민이 찾는,푸짐한,예쁜",176,
갯마을 풍천장어,서울특별시 도봉구 도봉1동 280-6,,,,,,,"아이동반,저녁식사,푸짐한,서민적인,무료주차",94,
스톤504,서울특별시 동작구 상도동 504,,오리지날 햄버그 스테이크,8500.0,{'매일': '오전 11시 - 자정 12시 (연중무휴)'},,,"점심식사,저녁식사,데이트,식사모임,가족외식,접대,가성비좋은,지역주민이 찾는,서민적인,깔끔한,고급스러운,이국적/이색적,푸짐한,예쁜,캐주얼한,격식있는,조용한,경관/야경이좋은,시끌벅적한",1209,
이조보쌈,서울특별시 영등포구 당산동6가 295,,오징어보쌈 중,33000.0,{'매일': '오전 11시 30분 - 오후 10시 '},,,"저녁식사,술모임,점심식사,가족외식,혼밥,회식,남자끼리,여자끼리,야식,서민적인,시끌벅적한,지역주민이 찾는,푸짐한,가성비좋은,토속적인,오래된집,캐주얼한,현장대기필요",1639,
값진식육,서울특별시 영등포구 문래동3가 77-43,,한우특모듬 (1인분),21000.0,"{'매일': '오전 11시 - 오후 11시 ', '일요일': '오전 11시 - 오후 10시 '}",,,"식사모임,회식,저녁식사,술모임,점심식사,가족외식,시끌벅적한,숨은맛집,서민적인,예쁜,무료주차",66,
청아라,서울시 노원구 공릉동 379-25,,삼치구이,10000.0,{'매일': '24시간 영업 '},,,"점심식사,저녁식사,지역주민이 찾는,서민적인,24시간영업",1862,
낙원타코,서울특별시 강남구 역삼동 812-9,,대창파히타,38900.0,{'매일': '오전 11시 30분 - 오후 11시 (라스트오더 22:00)'},,,"저녁식사,식사모임,점심식사,데이트,술모임,회식,기념일,여러명이서,여자끼리,가족외식,친구들끼리,시끌벅적한,캐주얼한,이국적/이색적,푸짐한,깔끔한,예쁜,가성비좋은,서민적인,무료주차,현장대기필요,내부 화장실,잘모르겠음,발렛주차,야외좌석",269,
철판왕,서울특별시 동작구 사당동 1029-43,,양갈비 스테이크,25000.0,{'매일': '오후 4시 - 오전 2시 (일요일 휴무)'},,,"식사모임,데이트,저녁식사,술모임,숨은맛집,깔끔한,가성비좋은",1851,
크리스탈제이드 롯데 에비뉴엘 월드타워점,서울특별시 송파구 신천동 29 롯데백화점에비뉴엘월드타워점 6층,,파기름 볶음면,9000.0,{'매일': '오전 11시 - 오후 9시 30분 '},,,"점심식사,저녁식사,데이트,식사모임,기념일,가족외식,접대,혼밥,고급스러운,격식있는,깔끔한,이국적/이색적,예쁜,조용한,푸짐한",1970,
닥터로빈 목동점,서울특별시 양천구 목동 962 트라팰리스 웨스턴 애비뉴W1층,,통단호박스프,18000.0,"{'월-금': '오전 10시 - 오후 9시 30분 (last order : 21:00)', '토/일': '오전 11시 - 오후 9시 30분 (last order : 21:00)', '공휴일': '오전 11시 - 오후 9시 (last order : 20:30)'}",,,"점심식사,저녁식사,가족외식,식사모임,데이트,여자끼리,기념일,시끌벅적한,캐주얼한,지역주민이 찾는,깔끔한,무료주차,배달가능",340,
사르르,서울특별시 마포구 연남동 260-25,,사르르 팬케이크,12000.0,{'매일': '정오 12시 - 오후 10시 '},,,"데이트,간식,차모임,브런치,디저트,기념일,혼카페,예쁜,젊은사람이많은,시끌벅적한,조용한,캐주얼한,현장대기필요",977,
면채반 롯데몰 은평점,서울특별시 은평구 진관동 63,,정성 물냉면,8500.0,{'매일': '오전 10시 30분 - 오후 10시 '},,,"점심식사,혼밥,저녁식사,지역주민이 찾는,조용한,깔끔한,서민적인,무료주차",683,
가이오 국수,서울시 은평구 역촌동 1-45 1F,,잔치국수,5000.0,"{'매일': '오전 11시 30분 - 오후 9시 ', '휴무일': '매주 일요일 '}",,,"혼밥,저녁식사,점심식사,간식,서민적인,지역주민이 찾는,푸짐한,가성비좋은,숨은맛집,외부음식 반입,무료주차",51,
두끼떡볶이,서울특별시 강서구 등촌동 689 NC백화점 8층,,성인,8900.0,{'매일': '오전 10시 30분 - 오후 10시 '},,,"저녁식사,점심식사,혼밥,식사모임,푸짐한,시끌벅적한,서민적인,지역주민이 찾는,가성비좋은,무료주차",472,
할리스커피,서울특별시 금천구 가산동 459-11,,카페 아메리카노,4100.0,,,,"혼카페,간식,차모임,기념일,데이트,격식있는,캐주얼한,지역주민이 찾는,깔끔한",2188,
